,Patch,Original,Category,Tool,DIFF,COMP,Detected,Fixed,Consistent,sanity_check,mitigates,patch_link,original_link,diff_link,exploit_link
60,reentrancy_simple.bin,reentrancy_simple.sol,reentrancy,Elysium,True,N/A,1,1,True,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/reentrancy/reentrancy_simple/reentrancy_simple.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/reentrancy/reentrancy_simple.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/reentrancy/reentrancy_simple_test.js
61,simple_dao.bin,simple_dao.sol,reentrancy,Elysium,True,N/A,1,1,True,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/reentrancy/simple_dao/simple_dao.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/reentrancy/simple_dao.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/reentrancy/simple_dao_test.js
62,short_address_example.bin,short_address_example.sol,short_addresses,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/short_addresses/short_address_example/short_address_example.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/short_addresses/short_address_example.sol,n/a,non-exploitable
63,ether_lotto.bin,ether_lotto.sol,time_manipulation,Elysium,True,N/A,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/time_manipulation/ether_lotto/ether_lotto.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/time_manipulation/ether_lotto.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/time_manipulation/ether_lotto_test.js
64,governmental_survey.bin,governmental_survey.sol,time_manipulation,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/time_manipulation/governmental_survey/governmental_survey.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/time_manipulation/governmental_survey.sol,n/a,non-exploitable
65,lottopollo.bin,lottopollo.sol,time_manipulation,Elysium,False,N/A,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/time_manipulation/lottopollo/lottopollo.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/time_manipulation/lottopollo.sol,n/a,non-exploitable
66,roulette.bin,roulette.sol,time_manipulation,Elysium,True,N/A,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/time_manipulation/roulette/roulette.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/time_manipulation/roulette.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/time_manipulation/roulette_test.js
67,timed_crowdsale.bin,timed_crowdsale.sol,time_manipulation,Elysium,False,N/A,,,,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/time_manipulation/timed_crowdsale/timed_crowdsale.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/time_manipulation/timed_crowdsale.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/time_manipulation/timed_crowdsale_test.js
68,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.bin,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e_test.js
69,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.bin,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,unchecked_low_level_calls,Elysium,True,N/A,1,1,True,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,n/a,non-exploitable
70,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.bin,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,n/a,non-exploitable
71,0x2972d548497286d18e92b5fa1f8f9139e5653fd2.bin,0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,unchecked_low_level_calls,Elysium,True,N/A,1,1,True,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2_test.js
72,0x39cfd754c85023648bf003bea2dd498c5612abfa.bin,0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,unchecked_low_level_calls,Elysium,False,N/A,,,,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa/0x39cfd754c85023648bf003bea2dd498c5612abfa.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa_test.js
73,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.bin,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,unchecked_low_level_calls,Elysium,False,N/A,,,,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01_test.js
74,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.bin,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,n/a,non-exploitable
75,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.bin,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,n/a,non-exploitable
76,0x4051334adc52057aca763453820cb0e045076ef3.bin,0x4051334adc52057aca763453820cb0e045076ef3.sol,unchecked_low_level_calls,Elysium,True,N/A,1,1,True,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/0x4051334adc52057aca763453820cb0e045076ef3.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3_test.js
77,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.bin,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,unchecked_low_level_calls,Elysium,False,N/A,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,n/a,non-exploitable
78,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.bin,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,unchecked_low_level_calls,Elysium,True,N/A,1,1,True,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152_test.js
79,0x524960d55174d912768678d8c606b4d50b79d7b1.bin,0x524960d55174d912768678d8c606b4d50b79d7b1.sol,unchecked_low_level_calls,Elysium,True,N/A,1,1,True,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/0x524960d55174d912768678d8c606b4d50b79d7b1.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1.sol,n/a,non-exploitable
80,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.bin,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,unchecked_low_level_calls,Elysium,True,N/A,1,1,True,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984_test.js
81,0x5aa88d2901c68fda244f1d0584400368d2c8e739.bin,0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,n/a,non-exploitable
82,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.bin,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,n/a,non-exploitable
83,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.bin,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_test.js
84,0x663e4229142a27f00bafb5d087e1e730648314c3.bin,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3_test.js
85,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.bin,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,n/a,non-exploitable
86,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.bin,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37/0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,n/a,non-exploitable
87,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.bin,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,n/a,non-exploitable
88,0x7d09edb07d23acb532a82be3da5c17d9d85806b4.bin,0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4_test.js
89,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.bin,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,n/a,non-exploitable
90,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.bin,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,unchecked_low_level_calls,Elysium,False,N/A,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,n/a,non-exploitable
91,0x89c1b3807d4c67df034fffb62f3509561218d30b.bin,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,unchecked_low_level_calls,Elysium,True,N/A,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b/0x89c1b3807d4c67df034fffb62f3509561218d30b.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b_test.js
92,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.bin,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,unchecked_low_level_calls,Elysium,False,N/A,,,,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,n/a,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35_test.js
93,0x958a8f594101d2c0485a52319f29b2647f2ebc06.bin,0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,unchecked_low_level_calls,Elysium,False,N/A,,,,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/Elysium/unchecked_low_level_calls/0x958a8f594101d2c0485a52319f29b2647f2ebc06/0x958a8f594101d2c0485a52319f29b2647f2ebc06.rt.hex,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/unchecked_low_level_calls/0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,n/a,non-exploitable
