,Patch,Original,Category,Tool,DIFF,COMP,Detected,Fixed,Consistent,sanity_check,mitigates,patch_link,original_link,diff_link,exploit_link
793,insecure_transfer_2round.sol,insecure_transfer.sol,arithmetic,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/insecure_transfer/insecure_transfer_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/insecure_transfer.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/insecure_transfer/insecure_transfer_2round.diff,non-exploitable
794,insecure_transfer_3round.sol,insecure_transfer.sol,arithmetic,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/insecure_transfer/insecure_transfer_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/insecure_transfer.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/insecure_transfer/insecure_transfer_3round.diff,non-exploitable
795,insecure_transfer_4round.sol,insecure_transfer.sol,arithmetic,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/insecure_transfer/insecure_transfer_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/insecure_transfer.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/insecure_transfer/insecure_transfer_4round.diff,non-exploitable
796,overflow_simple_add_4round.sol,overflow_simple_add.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/overflow_simple_add.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/overflow_simple_add_test.js
797,overflow_simple_add_1round.sol,overflow_simple_add.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/overflow_simple_add.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/overflow_simple_add_test.js
798,overflow_simple_add_3round.sol,overflow_simple_add.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/overflow_simple_add.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/overflow_simple_add_test.js
799,overflow_simple_add_2round.sol,overflow_simple_add.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/overflow_simple_add.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/overflow_simple_add/overflow_simple_add_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/overflow_simple_add_test.js
800,integer_overflow_benign_1_2round.sol,integer_overflow_benign_1.sol,arithmetic,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_benign_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_2round.diff,non-exploitable
801,integer_overflow_benign_1_4round.sol,integer_overflow_benign_1.sol,arithmetic,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_benign_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_4round.diff,non-exploitable
802,integer_overflow_benign_1_1round.sol,integer_overflow_benign_1.sol,arithmetic,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_benign_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_1round.diff,non-exploitable
803,integer_overflow_benign_1_3round.sol,integer_overflow_benign_1.sol,arithmetic,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_benign_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_benign_1/integer_overflow_benign_1_3round.diff,non-exploitable
804,integer_overflow_1_1round.sol,integer_overflow_1.sol,arithmetic,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_1_test.js
805,integer_overflow_1_4round.sol,integer_overflow_1.sol,arithmetic,SolGPT,True,False,,,,,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/None
806,integer_overflow_1_3round.sol,integer_overflow_1.sol,arithmetic,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_1_test.js
807,integer_overflow_1_2round.sol,integer_overflow_1.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_1/integer_overflow_1_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_1_test.js
808,BECToken_3round.sol,BECToken.sol,arithmetic,SolGPT,True,True,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/BECToken.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/BECToken_test.js
809,BECToken_4round.sol,BECToken.sol,arithmetic,SolGPT,True,True,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/BECToken.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/BECToken_test.js
810,BECToken_2round.sol,BECToken.sol,arithmetic,SolGPT,True,True,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/BECToken.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/BECToken_test.js
811,BECToken_1round.sol,BECToken.sol,arithmetic,SolGPT,True,True,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/BECToken.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/BECToken/BECToken_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/BECToken_test.js
812,integer_overflow_mapping_sym_1_1round.sol,integer_overflow_mapping_sym_1.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_mapping_sym_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_mapping_sym_1_test.js
813,integer_overflow_mapping_sym_1_4round.sol,integer_overflow_mapping_sym_1.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_mapping_sym_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_mapping_sym_1_test.js
814,integer_overflow_mapping_sym_1_3round.sol,integer_overflow_mapping_sym_1.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_mapping_sym_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_mapping_sym_1_test.js
815,integer_overflow_mapping_sym_1_2round.sol,integer_overflow_mapping_sym_1.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_mapping_sym_1.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_mapping_sym_1_test.js
816,integer_overflow_minimal_3round.sol,integer_overflow_minimal.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_minimal.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_minimal_test.js
817,integer_overflow_minimal_2round.sol,integer_overflow_minimal.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_minimal.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_minimal_test.js
818,integer_overflow_minimal_4round.sol,integer_overflow_minimal.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_minimal.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_minimal_test.js
819,integer_overflow_minimal_1round.sol,integer_overflow_minimal.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_minimal.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_minimal/integer_overflow_minimal_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_minimal_test.js
820,integer_overflow_multitx_multifunc_feasible_2round.sol,integer_overflow_multitx_multifunc_feasible.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_multitx_multifunc_feasible_test.js
821,integer_overflow_multitx_multifunc_feasible_4round.sol,integer_overflow_multitx_multifunc_feasible.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_multitx_multifunc_feasible_test.js
822,integer_overflow_multitx_multifunc_feasible_3round.sol,integer_overflow_multitx_multifunc_feasible.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_multitx_multifunc_feasible_test.js
823,integer_overflow_multitx_multifunc_feasible_1round.sol,integer_overflow_multitx_multifunc_feasible.sol,arithmetic,SolGPT,True,True,0,0,False,passed,yes,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/arithmetic/integer_overflow_multitx_multifunc_feasible_test.js
824,dos_number_3round.sol,dos_number.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_number.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_number_test.js
825,dos_number_4round.sol,dos_number.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_number.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_number_test.js
826,dos_number_2round.sol,dos_number.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_number.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_number_test.js
827,dos_number_1round.sol,dos_number.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_number.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_number/dos_number_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_number_test.js
828,dos_address_4round.sol,dos_address.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_address.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_address_test.js
829,dos_address_2round.sol,dos_address.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_address.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_2round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_address_test.js
830,dos_address_1round.sol,dos_address.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_address.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_address_test.js
831,dos_address_3round.sol,dos_address.sol,denial_of_service,SolGPT,True,True,0,0,False,failed,,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/dos_address.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/dos_address/dos_address_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/dos_address_test.js
832,send_loop_1round.sol,send_loop.sol,denial_of_service,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/send_loop.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_1round.diff,non-exploitable
833,send_loop_4round.sol,send_loop.sol,denial_of_service,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/send_loop.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_4round.diff,non-exploitable
834,send_loop_3round.sol,send_loop.sol,denial_of_service,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/send_loop.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_3round.diff,non-exploitable
835,send_loop_2round.sol,send_loop.sol,denial_of_service,SolGPT,True,True,0,0,False,non-exploitable,non-exploitable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_2round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/send_loop.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/send_loop/send_loop_2round.diff,non-exploitable
836,auction_3round.sol,auction.sol,denial_of_service,SolGPT,True,True,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/auction/auction_3round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/auction.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/auction/auction_3round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/auction_test.js
837,auction_1round.sol,auction.sol,denial_of_service,SolGPT,True,True,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/auction/auction_1round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/auction.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/auction/auction_1round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/auction_test.js
838,auction_4round.sol,auction.sol,denial_of_service,SolGPT,True,True,0,0,False,passed,no,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/auction/auction_4round.sol,https://github.com/smartbugs/smartbugs-curated/tree/main/dataset/denial_of_service/auction.sol,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SolGPT/denial_of_service/auction/auction_4round.diff,https://github.com/ASSERT-KTH/sb-heists/tree/main/smartbugs-curated/0.4.x/test/denial_of_service/auction_test.js
